"risk_free_rate","date","market_excess","portfolio","average_return"
0.22,01/07/1926,2.96,"ME1BM1",3.7782
0.25,01/08/1926,2.64,"ME1BM1",-2.2074
0.23,01/09/1926,0.36,"ME1BM1",-6.2113
0.32,01/10/1926,-3.24,"ME1BM1",-8.6241
0.31,01/11/1926,2.53,"ME1BM1",3.4744
0.28,01/12/1926,2.62,"ME1BM1",13.9458
0.25,01/01/1927,-0.06,"ME1BM1",0.4474
0.26,01/02/1927,4.18,"ME1BM1",2.4884
0.3,01/03/1927,0.13,"ME1BM1",6.3998
0.25,01/04/1927,0.46,"ME1BM1",5.8363
0.3,01/05/1927,5.44,"ME1BM1",9.0109
0.26,01/06/1927,-2.34,"ME1BM1",-3.6452
0.3,01/07/1927,7.26,"ME1BM1",24.4089
0.28,01/08/1927,1.97,"ME1BM1",11.7732
0.21,01/09/1927,4.76,"ME1BM1",-4.9477
0.25,01/10/1927,-4.31,"ME1BM1",-8.8937
0.21,01/11/1927,6.58,"ME1BM1",6.8966
0.22,01/12/1927,2.09,"ME1BM1",-3.9895
0.25,01/01/1928,-0.68,"ME1BM1",-8.2364
0.33,01/02/1928,-1.7,"ME1BM1",0.6463
0.29,01/03/1928,8.81,"ME1BM1",40.0538
0.22,01/04/1928,4.23,"ME1BM1",-12.8663
0.32,01/05/1928,1.52,"ME1BM1",17.7179
0.31,01/06/1928,-4.85,"ME1BM1",-19.2709
0.32,01/07/1928,0.62,"ME1BM1",-2.0217
0.32,01/08/1928,6.68,"ME1BM1",7.5257
0.27,01/09/1928,2.88,"ME1BM1",3.7129
0.41,01/10/1928,1.33,"ME1BM1",-3.9425
0.38,01/11/1928,11.81,"ME1BM1",3.8603
0.06,01/12/1928,0.36,"ME1BM1",-5.4317
0.34,01/01/1929,4.66,"ME1BM1",2.9249
0.36,01/02/1929,-0.34,"ME1BM1",0.9617
0.34,01/03/1929,-0.89,"ME1BM1",-14.5269
0.36,01/04/1929,1.43,"ME1BM1",-4.4228
0.44,01/05/1929,-6.39,"ME1BM1",-21.8773
0.52,01/06/1929,9.7,"ME1BM1",15.9956
0.33,01/07/1929,4.46,"ME1BM1",1.239
0.4,01/08/1929,8.18,"ME1BM1",-4.1263
0.35,01/09/1929,-5.47,"ME1BM1",-10.3134
0.46,01/10/1929,-20.12,"ME1BM1",-26.2937
0.37,01/11/1929,-12.74,"ME1BM1",-1.3563
0.37,01/12/1929,1.33,"ME1BM1",-0.4171
0.14,01/01/1930,5.61,"ME1BM1",-2.7769
0.3,01/02/1930,2.5,"ME1BM1",16.9723
0.35,01/03/1930,7.1,"ME1BM1",22.8187
0.21,01/04/1930,-2.06,"ME1BM1",-6.9121
0.26,01/05/1930,-1.66,"ME1BM1",-2.4085
0.27,01/06/1930,-16.27,"ME1BM1",-13.4475
0.2,01/07/1930,4.12,"ME1BM1",2.6405
0.09,01/08/1930,0.3,"ME1BM1",-9.329
0.22,01/09/1930,-12.75,"ME1BM1",-30.8037
0.09,01/10/1930,-8.78,"ME1BM1",-31.8635
0.13,01/11/1930,-3.04,"ME1BM1",19.7776
0.14,01/12/1930,-7.83,"ME1BM1",-18.3651
0.15,01/01/1931,6.24,"ME1BM1",-23.7063
0.04,01/02/1931,10.88,"ME1BM1",17.7692
0.13,01/03/1931,-6.43,"ME1BM1",-7.7882
0.08,01/04/1931,-9.98,"ME1BM1",-15.355
0.09,01/05/1931,-13.24,"ME1BM1",-8.5388
0.08,01/06/1931,13.9,"ME1BM1",20.8367
0.06,01/07/1931,-6.62,"ME1BM1",-6.3445
0.03,01/08/1931,0.41,"ME1BM1",-13.22
0.03,01/09/1931,-29.13,"ME1BM1",-49.473
0.1,01/10/1931,8.04,"ME1BM1",12.6793
0.17,01/11/1931,-9.08,"ME1BM1",-23.9803
0.12,01/12/1931,-13.53,"ME1BM1",-25.3044
0.23,01/01/1932,-1.58,"ME1BM1",5.5527
0.23,01/02/1932,5.46,"ME1BM1",-12.7896
0.16,01/03/1932,-11.21,"ME1BM1",-23.0216
0.11,01/04/1932,-17.96,"ME1BM1",-40.762
0.06,01/05/1932,-20.51,"ME1BM1",-12.8641
0.02,01/06/1932,-0.7,"ME1BM1",35.7939
0.03,01/07/1932,33.84,"ME1BM1",147.8401
0.03,01/08/1932,37.06,"ME1BM1",49.3739
0.03,01/09/1932,-2.94,"ME1BM1",-27.1191
0.02,01/10/1932,-13.17,"ME1BM1",-9.1645
0.02,01/11/1932,-5.88,"ME1BM1",-26.56
0.01,01/12/1932,4.4,"ME1BM1",7.0207
0.01,01/01/1933,1.25,"ME1BM1",57.2754
-0.03,01/02/1933,-15.24,"ME1BM1",-44.6775
0.04,01/03/1933,3.29,"ME1BM1",-16.5161
0.1,01/04/1933,38.85,"ME1BM1",7.0263
0.04,01/05/1933,21.43,"ME1BM1",73.2095
0.02,01/06/1933,13.11,"ME1BM1",73.2389
0.02,01/07/1933,-9.63,"ME1BM1",-3.2258
0.03,01/08/1933,12.05,"ME1BM1",0
0.02,01/09/1933,-10.65,"ME1BM1",-16.6667
0.01,01/10/1933,-8.36,"ME1BM1",-12
0.02,01/11/1933,9.97,"ME1BM1",0
0.02,01/12/1933,1.83,"ME1BM1",-36.3636
0.05,01/01/1934,12.6,"ME1BM1",100
0.02,01/02/1934,-2.5,"ME1BM1",-14.2857
0.02,01/03/1934,0.09,"ME1BM1",8.3333
0.01,01/04/1934,-1.79,"ME1BM1",0
0.01,01/05/1934,-7.25,"ME1BM1",-11.5385
0.01,01/06/1934,2.64,"ME1BM1",-21.7391
0.01,01/07/1934,-10.96,"ME1BM1",-20.3723
0.01,01/08/1934,5.58,"ME1BM1",15.1231
0.01,01/09/1934,-0.23,"ME1BM1",-1.8045
0.01,01/10/1934,-1.66,"ME1BM1",2.8464
0.01,01/11/1934,8.33,"ME1BM1",7.2058
0.01,01/12/1934,0.36,"ME1BM1",6.1477
0.01,01/01/1935,-3.45,"ME1BM1",-3.9713
0.02,01/02/1935,-1.94,"ME1BM1",-11.0608
0.01,01/03/1935,-3.68,"ME1BM1",-5.4647
0.01,01/04/1935,9.06,"ME1BM1",37.0073
0.01,01/05/1935,3.47,"ME1BM1",-18.3239
0.01,01/06/1935,5.93,"ME1BM1",1.6084
0.01,01/07/1935,7.51,"ME1BM1",10.2251
0.01,01/08/1935,2.65,"ME1BM1",6.8846
0.01,01/09/1935,2.63,"ME1BM1",-9.1332
0.01,01/10/1935,7.03,"ME1BM1",11.8246
0.02,01/11/1935,4.88,"ME1BM1",34.6434
0.01,01/12/1935,4.56,"ME1BM1",9.313
0.01,01/01/1936,6.89,"ME1BM1",24.7377
0.01,01/02/1936,2.49,"ME1BM1",11.756
0.02,01/03/1936,0.99,"ME1BM1",9.5233
0.02,01/04/1936,-8.14,"ME1BM1",-28.4615
0.02,01/05/1936,5.19,"ME1BM1",1.9807
0.03,01/06/1936,2.4,"ME1BM1",-0.2877
0.01,01/07/1936,6.67,"ME1BM1",-0.5768
0.02,01/08/1936,0.99,"ME1BM1",-3.5566
0.01,01/09/1936,0.98,"ME1BM1",-1.1114
0.02,01/10/1936,7.12,"ME1BM1",13.5021
0.01,01/11/1936,3.27,"ME1BM1",9.8463
0,01/12/1936,0.21,"ME1BM1",-3.8593
0.01,01/01/1937,3.35,"ME1BM1",14.9621
0.02,01/02/1937,1.09,"ME1BM1",-10.4533
0.01,01/03/1937,-0.27,"ME1BM1",-9.9226
0.03,01/04/1937,-7.36,"ME1BM1",-19.5677
0.06,01/05/1937,-0.83,"ME1BM1",-5.4126
0.03,01/06/1937,-4.21,"ME1BM1",-12.3896
0.03,01/07/1937,8.91,"ME1BM1",13.2012
0.02,01/08/1937,-4.86,"ME1BM1",-4.5786
0.04,01/09/1937,-13.61,"ME1BM1",-22.4963
0.02,01/10/1937,-9.61,"ME1BM1",-6.7675
0.02,01/11/1937,-8.31,"ME1BM1",-2.5685
0,01/12/1937,-4.24,"ME1BM1",-19.1267
0,01/01/1938,0.49,"ME1BM1",8.5246
0,01/02/1938,5.84,"ME1BM1",4.1936
-0.01,01/03/1938,-23.82,"ME1BM1",-24.8688
0.01,01/04/1938,14.51,"ME1BM1",25.9544
0,01/05/1938,-3.83,"ME1BM1",-11.459
0,01/06/1938,23.87,"ME1BM1",30.1904
-0.01,01/07/1938,7.34,"ME1BM1",24.8947
0,01/08/1938,-2.67,"ME1BM1",-9.8251
0.02,01/09/1938,0.81,"ME1BM1",-14.4665
0.01,01/10/1938,7.8,"ME1BM1",13.2407
-0.06,01/11/1938,-1.72,"ME1BM1",-6.8877
0,01/12/1938,4.19,"ME1BM1",6.1038
-0.01,01/01/1939,-5.96,"ME1BM1",-10.1672
0.01,01/02/1939,3.51,"ME1BM1",2.3975
-0.01,01/03/1939,-11.99,"ME1BM1",-31.5701
0,01/04/1939,-0.18,"ME1BM1",4.4865
0.01,01/05/1939,6.8,"ME1BM1",7.5871
0.01,01/06/1939,-5.31,"ME1BM1",-10.3061
0,01/07/1939,10.24,"ME1BM1",11.262
-0.01,01/08/1939,-6.68,"ME1BM1",-13.3532
0.01,01/09/1939,16.88,"ME1BM1",113.4471
0,01/10/1939,-0.53,"ME1BM1",-8.0287
0,01/11/1939,-3.62,"ME1BM1",-19.077
0,01/12/1939,3.03,"ME1BM1",13.7134
0,01/01/1940,-2.41,"ME1BM1",-0.9737
0,01/02/1940,1.44,"ME1BM1",1.197
0,01/03/1940,2.05,"ME1BM1",7.6518
0,01/04/1940,0.22,"ME1BM1",20.5067
-0.02,01/05/1940,-21.95,"ME1BM1",-48.8896
0,01/06/1940,6.67,"ME1BM1",9.2476
0.01,01/07/1940,3.16,"ME1BM1",3.7613
-0.01,01/08/1940,2.19,"ME1BM1",-1.1256
0,01/09/1940,2.39,"ME1BM1",2.9043
0,01/10/1940,3.02,"ME1BM1",7.1185
0,01/11/1940,-1.61,"ME1BM1",8.3531
0,01/12/1940,0.69,"ME1BM1",-1.1723
-0.01,01/01/1941,-4.17,"ME1BM1",-8.6223
-0.01,01/02/1941,-1.43,"ME1BM1",-7.6358
0.01,01/03/1941,0.84,"ME1BM1",-1.5494
-0.01,01/04/1941,-5.46,"ME1BM1",-15.6336
0,01/05/1941,1.39,"ME1BM1",-0.6825
0,01/06/1941,5.83,"ME1BM1",3.2547
0.03,01/07/1941,5.87,"ME1BM1",17.1194
0.01,01/08/1941,-0.17,"ME1BM1",2.5103
0.01,01/09/1941,-0.87,"ME1BM1",-11.7981
0,01/10/1941,-5.25,"ME1BM1",-8.6967
0,01/11/1941,-1.92,"ME1BM1",-10.3848
0.01,01/12/1941,-4.87,"ME1BM1",-18.538
0.02,01/01/1942,0.79,"ME1BM1",34.5808
0.01,01/02/1942,-2.46,"ME1BM1",-6.7697
0.01,01/03/1942,-6.58,"ME1BM1",-7.7132
0.01,01/04/1942,-4.37,"ME1BM1",-5.1224
0.03,01/05/1942,5.94,"ME1BM1",-5.9652
0.02,01/06/1942,2.69,"ME1BM1",3.1542
0.03,01/07/1942,3.51,"ME1BM1",6.0767
0.03,01/08/1942,1.8,"ME1BM1",1.0916
0.03,01/09/1942,2.61,"ME1BM1",6.8462
0.03,01/10/1942,6.82,"ME1BM1",1.4652
0.03,01/11/1942,0.15,"ME1BM1",8.6365
0.03,01/12/1942,5.12,"ME1BM1",-4.84
0.03,01/01/1943,7.13,"ME1BM1",32.1429
0.03,01/02/1943,6.15,"ME1BM1",17.1043
0.03,01/03/1943,6.01,"ME1BM1",20.8898
0.03,01/04/1943,0.81,"ME1BM1",5.7137
0.03,01/05/1943,5.74,"ME1BM1",5.7949
0.03,01/06/1943,1.82,"ME1BM1",0.9553
0.03,01/07/1943,-4.77,"ME1BM1",-16.4896
0.03,01/08/1943,1.3,"ME1BM1",-6.6784
0.03,01/09/1943,2.4,"ME1BM1",8.4694
0.03,01/10/1943,-1.15,"ME1BM1",-2.141
0.03,01/11/1943,-5.91,"ME1BM1",-14.0126
0.03,01/12/1943,6.36,"ME1BM1",8.9676
0.03,01/01/1944,1.74,"ME1BM1",8.0478
0.03,01/02/1944,0.37,"ME1BM1",4.2091
0.02,01/03/1944,2.46,"ME1BM1",8.2516
0.03,01/04/1944,-1.69,"ME1BM1",-5.4491
0.03,01/05/1944,5.07,"ME1BM1",7.4232
0.03,01/06/1944,5.49,"ME1BM1",25.5976
0.03,01/07/1944,-1.49,"ME1BM1",-4.1347
0.03,01/08/1944,1.57,"ME1BM1",7.1724
0.02,01/09/1944,0.01,"ME1BM1",-1.4081
0.03,01/10/1944,0.16,"ME1BM1",0.2275
0.03,01/11/1944,1.71,"ME1BM1",2.2641
0.02,01/12/1944,4.03,"ME1BM1",2.3957
0.03,01/01/1945,2.01,"ME1BM1",21.6976
0.02,01/02/1945,6.23,"ME1BM1",6.2352
0.02,01/03/1945,-3.89,"ME1BM1",-8.311
0.03,01/04/1945,7.8,"ME1BM1",3.6222
0.03,01/05/1945,1.73,"ME1BM1",0.9271
0.02,01/06/1945,0.39,"ME1BM1",18.2547
0.03,01/07/1945,-2.17,"ME1BM1",-3.3546
0.03,01/08/1945,6.2,"ME1BM1",-0.826
0.03,01/09/1945,4.77,"ME1BM1",14.8524
0.03,01/10/1945,3.89,"ME1BM1",16.0294
0.02,01/11/1945,5.39,"ME1BM1",7.8221
0.03,01/12/1945,1.2,"ME1BM1",5.9573
0.03,01/01/1946,6.24,"ME1BM1",35.7304
0.03,01/02/1946,-5.83,"ME1BM1",-4.6963
0.03,01/03/1946,5.87,"ME1BM1",-4.6517
0.03,01/04/1946,4.23,"ME1BM1",3.208
0.03,01/05/1946,3.93,"ME1BM1",9.2714
0.03,01/06/1946,-3.89,"ME1BM1",-6.3369
0.03,01/07/1946,-2.69,"ME1BM1",-6.541
0.03,01/08/1946,-6.44,"ME1BM1",-9.5196
0.03,01/09/1946,-10.17,"ME1BM1",-15.98
0.03,01/10/1946,-1.44,"ME1BM1",-4.1431
0.03,01/11/1946,-0.01,"ME1BM1",-2.8895
0.03,01/12/1946,4.96,"ME1BM1",1.6961
0.03,01/01/1947,1.25,"ME1BM1",5.7336
0.03,01/02/1947,-1.08,"ME1BM1",1.0465
0.03,01/03/1947,-1.67,"ME1BM1",-5.2422
0.03,01/04/1947,-4.8,"ME1BM1",-11.4001
0.03,01/05/1947,-0.97,"ME1BM1",-6.237
0.03,01/06/1947,5.29,"ME1BM1",6.8417
0.03,01/07/1947,4.14,"ME1BM1",10.172
0.03,01/08/1947,-1.74,"ME1BM1",-2.5053
0.06,01/09/1947,-0.54,"ME1BM1",1.1831
0.06,01/10/1947,2.47,"ME1BM1",2.4823
0.06,01/11/1947,-1.97,"ME1BM1",-4.77
0.08,01/12/1947,3,"ME1BM1",-3.481
0.07,01/01/1948,-3.93,"ME1BM1",2.4166
0.07,01/02/1948,-4.38,"ME1BM1",-8.7491
0.09,01/03/1948,8.07,"ME1BM1",14.4194
0.08,01/04/1948,3.65,"ME1BM1",-0.3883
0.08,01/05/1948,7.3,"ME1BM1",13.1727
0.09,01/06/1948,-0.1,"ME1BM1",-4.6273
0.08,01/07/1948,-5.09,"ME1BM1",-6.3547
0.09,01/08/1948,0.25,"ME1BM1",-4.7893
0.04,01/09/1948,-2.97,"ME1BM1",-2.9858
0.04,01/10/1948,5.96,"ME1BM1",1.4544
0.04,01/11/1948,-9.3,"ME1BM1",-13.29
0.04,01/12/1948,3.26,"ME1BM1",6.5799
0.1,01/01/1949,0.23,"ME1BM1",-0.712
0.09,01/02/1949,-2.93,"ME1BM1",-5.7954
0.1,01/03/1949,4.04,"ME1BM1",6.2016
0.09,01/04/1949,-1.87,"ME1BM1",-3.4684
0.1,01/05/1949,-2.94,"ME1BM1",-11.2464
0.1,01/06/1949,0.1,"ME1BM1",-0.9467
0.09,01/07/1949,5.54,"ME1BM1",12.733
0.09,01/08/1949,2.6,"ME1BM1",2.9547
0.09,01/09/1949,3.09,"ME1BM1",10.2191
0.09,01/10/1949,3.14,"ME1BM1",9.0836
0.08,01/11/1949,1.82,"ME1BM1",-8.6066
0.09,01/12/1949,5.13,"ME1BM1",7.3439
0.09,01/01/1950,1.7,"ME1BM1",14.1486
0.09,01/02/1950,1.48,"ME1BM1",4.3396
0.1,01/03/1950,1.26,"ME1BM1",-2.0948
0.09,01/04/1950,3.94,"ME1BM1",10.5246
0.1,01/05/1950,4.31,"ME1BM1",-2.4187
0.1,01/06/1950,-5.94,"ME1BM1",-14.1763
0.1,01/07/1950,1.36,"ME1BM1",5.6249
0.1,01/08/1950,4.85,"ME1BM1",0.1863
0.1,01/09/1950,4.81,"ME1BM1",5.65
0.12,01/10/1950,-0.18,"ME1BM1",-4.1951
0.11,01/11/1950,2.76,"ME1BM1",-1.0465
0.11,01/12/1950,5.54,"ME1BM1",8.4945
0.13,01/01/1951,5.7,"ME1BM1",8.8104
0.1,01/02/1951,1.41,"ME1BM1",1.1488
0.11,01/03/1951,-2.15,"ME1BM1",1.3261
0.13,01/04/1951,4.86,"ME1BM1",1.7877
0.12,01/05/1951,-2.34,"ME1BM1",-4.4813
0.12,01/06/1951,-2.62,"ME1BM1",-3.9466
0.13,01/07/1951,6.94,"ME1BM1",3.3041
0.13,01/08/1951,4.27,"ME1BM1",11.0521
0.12,01/09/1951,0.7,"ME1BM1",3.7489
0.16,01/10/1951,-2.53,"ME1BM1",-4.6432
0.11,01/11/1951,0.57,"ME1BM1",-0.3114
0.12,01/12/1951,3.33,"ME1BM1",-0.8643
0.15,01/01/1952,1.45,"ME1BM1",1.1493
0.12,01/02/1952,-2.62,"ME1BM1",-4.9142
0.11,01/03/1952,4.44,"ME1BM1",2.2954
0.12,01/04/1952,-4.97,"ME1BM1",-4.7768
0.13,01/05/1952,3.2,"ME1BM1",-7.5651
0.15,01/06/1952,3.83,"ME1BM1",2.5906
0.15,01/07/1952,0.91,"ME1BM1",1.9853
0.15,01/08/1952,-0.76,"ME1BM1",-4.5693
0.16,01/09/1952,-2.03,"ME1BM1",-1.2498
0.14,01/10/1952,-0.66,"ME1BM1",-1.5789
0.1,01/11/1952,5.94,"ME1BM1",0.7171
0.16,01/12/1952,2.93,"ME1BM1",1.3388
0.16,01/01/1953,-0.34,"ME1BM1",3.0837
0.14,01/02/1953,-0.27,"ME1BM1",8.8519
0.18,01/03/1953,-1.43,"ME1BM1",-11.9667
0.16,01/04/1953,-2.83,"ME1BM1",0.0333
0.17,01/05/1953,0.52,"ME1BM1",4.8906
0.18,01/06/1953,-1.89,"ME1BM1",-6.5018
0.15,01/07/1953,2.4,"ME1BM1",-0.2539
0.17,01/08/1953,-4.52,"ME1BM1",-8.8238
0.16,01/09/1953,0.2,"ME1BM1",-1.9025
0.13,01/10/1953,4.6,"ME1BM1",-0.4191
0.08,01/11/1953,2.83,"ME1BM1",0.1346
0.13,01/12/1953,0.03,"ME1BM1",-4.3005
0.11,01/01/1954,5.13,"ME1BM1",11.0763
0.07,01/02/1954,1.67,"ME1BM1",0.0768
0.08,01/03/1954,3.65,"ME1BM1",3.0342
0.09,01/04/1954,4.27,"ME1BM1",-5.2562
0.05,01/05/1954,3.09,"ME1BM1",0.2485
0.06,01/06/1954,1.07,"ME1BM1",-4.2572
0.05,01/07/1954,4.99,"ME1BM1",2.9617
0.05,01/08/1954,-2.34,"ME1BM1",1.7575
0.09,01/09/1954,6.39,"ME1BM1",0.1977
0.07,01/10/1954,-1.67,"ME1BM1",-1.919
0.06,01/11/1954,9.38,"ME1BM1",5.8699
0.08,01/12/1954,5.48,"ME1BM1",14.2934
0.08,01/01/1955,0.6,"ME1BM1",-5.3063
0.09,01/02/1955,3.02,"ME1BM1",4.3719
0.1,01/03/1955,-0.16,"ME1BM1",-1.0839
0.1,01/04/1955,3.11,"ME1BM1",3.4872
0.14,01/05/1955,0.93,"ME1BM1",-2.1374
0.1,01/06/1955,6.55,"ME1BM1",3.3791
0.1,01/07/1955,1.9,"ME1BM1",9.3525
0.16,01/08/1955,0.21,"ME1BM1",1.9646
0.16,01/09/1955,-0.36,"ME1BM1",1.9216
0.18,01/10/1955,-2.68,"ME1BM1",-4.768
0.17,01/11/1955,7.03,"ME1BM1",-2.1838
0.18,01/12/1955,1.49,"ME1BM1",2.2968
0.22,01/01/1956,-3.03,"ME1BM1",3.3595
0.19,01/02/1956,3.77,"ME1BM1",7.1787
0.15,01/03/1956,6.64,"ME1BM1",0.6216
0.19,01/04/1956,0.28,"ME1BM1",0.8226
0.23,01/05/1956,-5.2,"ME1BM1",-1.3783
0.2,01/06/1956,3.48,"ME1BM1",-4.6902
0.22,01/07/1956,4.84,"ME1BM1",0.1004
0.17,01/08/1956,-3.18,"ME1BM1",-4.7582
0.18,01/09/1956,-5.14,"ME1BM1",-2.661
0.25,01/10/1956,0.52,"ME1BM1",-4.8011
0.2,01/11/1956,0.36,"ME1BM1",-5.5326
0.24,01/12/1956,3.16,"ME1BM1",6.0644
0.27,01/01/1957,-3.58,"ME1BM1",0.0197
0.24,01/02/1957,-2.06,"ME1BM1",3.1479
0.23,01/03/1957,2.13,"ME1BM1",-2.5274
0.25,01/04/1957,4.26,"ME1BM1",0.3026
0.26,01/05/1957,3.45,"ME1BM1",6.8315
0.24,01/06/1957,-0.74,"ME1BM1",-2.6904
0.3,01/07/1957,0.66,"ME1BM1",11.123
0.25,01/08/1957,-5.11,"ME1BM1",-3.4917
0.26,01/09/1957,-5.98,"ME1BM1",-8.2398
0.29,01/10/1957,-4.32,"ME1BM1",-8.844
0.28,01/11/1957,2.3,"ME1BM1",2.5831
0.24,01/12/1957,-3.91,"ME1BM1",-10.5534
0.28,01/01/1958,4.66,"ME1BM1",22.9359
0.12,01/02/1958,-1.52,"ME1BM1",-7.9791
0.09,01/03/1958,3.27,"ME1BM1",0.1022
0.08,01/04/1958,3.09,"ME1BM1",4.0672
0.11,01/05/1958,2.31,"ME1BM1",8.1296
0.03,01/06/1958,2.93,"ME1BM1",2.8976
0.07,01/07/1958,4.39,"ME1BM1",0.9855
0.04,01/08/1958,1.91,"ME1BM1",3.6521
0.19,01/09/1958,4.66,"ME1BM1",2.9988
0.18,01/10/1958,2.53,"ME1BM1",7.9359
0.11,01/11/1958,3.01,"ME1BM1",12.3922
0.22,01/12/1958,5.15,"ME1BM1",5.0845
0.21,01/01/1959,0.71,"ME1BM1",8.7049
0.19,01/02/1959,0.95,"ME1BM1",2.2959
0.22,01/03/1959,0.28,"ME1BM1",1.6588
0.2,01/04/1959,3.66,"ME1BM1",-1.2511
0.22,01/05/1959,1.73,"ME1BM1",-0.4907
0.25,01/06/1959,-0.25,"ME1BM1",-1.8608
0.25,01/07/1959,3.17,"ME1BM1",3.55
0.19,01/08/1959,-1.39,"ME1BM1",1.6655
0.31,01/09/1959,-4.8,"ME1BM1",-9.4141
0.3,01/10/1959,1.28,"ME1BM1",1.6793
0.26,01/11/1959,1.6,"ME1BM1",-1.6983
0.34,01/12/1959,2.45,"ME1BM1",5.2418
0.33,01/01/1960,-6.98,"ME1BM1",-6.0834
0.29,01/02/1960,1.17,"ME1BM1",-1.941
0.35,01/03/1960,-1.63,"ME1BM1",-2.601
0.19,01/04/1960,-1.71,"ME1BM1",-5.037
0.27,01/05/1960,3.12,"ME1BM1",-4.9479
0.24,01/06/1960,2.08,"ME1BM1",3.6579
0.13,01/07/1960,-2.37,"ME1BM1",-5.4142
0.17,01/08/1960,3.01,"ME1BM1",22.9866
0.16,01/09/1960,-5.99,"ME1BM1",-15.6954
0.22,01/10/1960,-0.71,"ME1BM1",-8.7853
0.13,01/11/1960,4.69,"ME1BM1",-2.8619
0.16,01/12/1960,4.71,"ME1BM1",7.7828
0.19,01/01/1961,6.2,"ME1BM1",10.4794
0.14,01/02/1961,3.57,"ME1BM1",5.4697
0.2,01/03/1961,2.89,"ME1BM1",12.3865
0.17,01/04/1961,0.29,"ME1BM1",1.2502
0.18,01/05/1961,2.4,"ME1BM1",-0.684
0.2,01/06/1961,-3.08,"ME1BM1",-6.081
0.18,01/07/1961,2.83,"ME1BM1",1.6885
0.14,01/08/1961,2.57,"ME1BM1",3.6509
0.17,01/09/1961,-2.15,"ME1BM1",-5.5331
0.19,01/10/1961,2.57,"ME1BM1",1.7408
0.15,01/11/1961,4.45,"ME1BM1",6.5681
0.19,01/12/1961,-0.18,"ME1BM1",-3.6719
0.24,01/01/1962,-3.87,"ME1BM1",6.292
0.2,01/02/1962,1.81,"ME1BM1",0.3189
0.2,01/03/1962,-0.68,"ME1BM1",-1.6943
0.22,01/04/1962,-6.59,"ME1BM1",-8.3521
0.24,01/05/1962,-8.65,"ME1BM1",-10.9108
0.2,01/06/1962,-8.47,"ME1BM1",-1.1322
0.27,01/07/1962,6.28,"ME1BM1",9.6254
0.23,01/08/1962,2.13,"ME1BM1",9.5639
0.21,01/09/1962,-5.22,"ME1BM1",-8.5874
0.25,01/10/1962,-0.05,"ME1BM1",-10.3725
0.2,01/11/1962,10.87,"ME1BM1",14.6563
0.23,01/12/1962,1.01,"ME1BM1",-3.3178
0.25,01/01/1963,4.93,"ME1BM1",13.0152
0.23,01/02/1963,-2.38,"ME1BM1",-3.2469
0.23,01/03/1963,3.08,"ME1BM1",4.9801
0.25,01/04/1963,4.51,"ME1BM1",4.7964
0.24,01/05/1963,1.76,"ME1BM1",3.3928
0.23,01/06/1963,-2,"ME1BM1",3.7733
0.27,01/07/1963,-0.39,"ME1BM1",1.1307
0.25,01/08/1963,5.07,"ME1BM1",4.237
0.27,01/09/1963,-1.57,"ME1BM1",-2.8878
0.29,01/10/1963,2.53,"ME1BM1",1.2885
0.27,01/11/1963,-0.85,"ME1BM1",-3.3751
0.29,01/12/1963,1.83,"ME1BM1",-2.3514
0.3,01/01/1964,2.24,"ME1BM1",3.9847
0.26,01/02/1964,1.54,"ME1BM1",2.9588
0.31,01/03/1964,1.41,"ME1BM1",0.503
0.29,01/04/1964,0.1,"ME1BM1",-1.5627
0.26,01/05/1964,1.42,"ME1BM1",-1.2518
0.3,01/06/1964,1.27,"ME1BM1",1.946
0.3,01/07/1964,1.74,"ME1BM1",0.8464
0.28,01/08/1964,-1.44,"ME1BM1",1.2711
0.28,01/09/1964,2.69,"ME1BM1",4.6885
0.29,01/10/1964,0.59,"ME1BM1",1.7043
0.29,01/11/1964,0,"ME1BM1",-0.1603
0.31,01/12/1964,0.03,"ME1BM1",-1.5129
0.28,01/01/1965,3.54,"ME1BM1",8.5641
0.3,01/02/1965,0.44,"ME1BM1",1.5794
0.36,01/03/1965,-1.34,"ME1BM1",1.4044
0.31,01/04/1965,3.11,"ME1BM1",3.3757
0.31,01/05/1965,-0.77,"ME1BM1",-0.597
0.35,01/06/1965,-5.51,"ME1BM1",-12.4001
0.31,01/07/1965,1.43,"ME1BM1",2.4449
0.33,01/08/1965,2.73,"ME1BM1",2.9082
0.31,01/09/1965,2.86,"ME1BM1",3.08
0.31,01/10/1965,2.6,"ME1BM1",5.9712
0.35,01/11/1965,-0.03,"ME1BM1",3.5853
0.33,01/12/1965,1.01,"ME1BM1",6.4061
0.38,01/01/1966,0.72,"ME1BM1",5.8757
0.35,01/02/1966,-1.21,"ME1BM1",6.4919
0.38,01/03/1966,-2.51,"ME1BM1",0.4302
0.34,01/04/1966,2.14,"ME1BM1",10.5139
0.41,01/05/1966,-5.66,"ME1BM1",-12.3013
0.38,01/06/1966,-1.44,"ME1BM1",-0.6824
0.35,01/07/1966,-1.63,"ME1BM1",-2.1739
0.41,01/08/1966,-7.91,"ME1BM1",-11.9646
0.4,01/09/1966,-1.06,"ME1BM1",-2.0164
0.45,01/10/1966,3.86,"ME1BM1",-8.0065
0.4,01/11/1966,1.4,"ME1BM1",8.4391
0.4,01/12/1966,0.13,"ME1BM1",4.1887
0.43,01/01/1967,8.15,"ME1BM1",20.5686
0.36,01/02/1967,0.78,"ME1BM1",7.3009
