"risk_free_rate","date","market_excess","portfolio","average_return"
0.02,01/09/1933,-10.65,"ME5BM2",-7.0856
0.01,01/10/1933,-8.36,"ME5BM2",-4.6871
0.02,01/11/1933,9.97,"ME5BM2",10.0638
0.02,01/12/1933,1.83,"ME5BM2",1.8534
0.05,01/01/1934,12.6,"ME5BM2",9.4687
0.02,01/02/1934,-2.5,"ME5BM2",-2.5396
0.02,01/03/1934,0.09,"ME5BM2",0.0449
0.01,01/04/1934,-1.79,"ME5BM2",-1.1613
0.01,01/05/1934,-7.25,"ME5BM2",-6.9411
0.01,01/06/1934,2.64,"ME5BM2",2.9055
0.01,01/07/1934,-10.96,"ME5BM2",-8.227
0.01,01/08/1934,5.58,"ME5BM2",5.2104
0.01,01/09/1934,-0.23,"ME5BM2",-0.2587
0.01,01/10/1934,-1.66,"ME5BM2",-1.8356
0.01,01/11/1934,8.33,"ME5BM2",4.47
0.01,01/12/1934,0.36,"ME5BM2",0.2015
0.01,01/01/1935,-3.45,"ME5BM2",-3.852
0.02,01/02/1935,-1.94,"ME5BM2",-1.84
0.01,01/03/1935,-3.68,"ME5BM2",-1.9049
0.01,01/04/1935,9.06,"ME5BM2",10.6846
0.01,01/05/1935,3.47,"ME5BM2",5.4549
0.01,01/06/1935,5.93,"ME5BM2",5.5389
0.01,01/07/1935,7.51,"ME5BM2",6.1635
0.01,01/08/1935,2.65,"ME5BM2",0.979
0.01,01/09/1935,2.63,"ME5BM2",-0.9536
0.01,01/10/1935,7.03,"ME5BM2",8.5641
0.02,01/11/1935,4.88,"ME5BM2",5.4265
0.01,01/12/1935,4.56,"ME5BM2",4.5812
0.01,01/01/1936,6.89,"ME5BM2",5.9309
0.01,01/02/1936,2.49,"ME5BM2",1.0374
0.02,01/03/1936,0.99,"ME5BM2",1.3294
0.02,01/04/1936,-8.14,"ME5BM2",-8.1551
0.02,01/05/1936,5.19,"ME5BM2",4.9549
0.03,01/06/1936,2.4,"ME5BM2",1.8751
0.01,01/07/1936,6.67,"ME5BM2",6.153
0.02,01/08/1936,0.99,"ME5BM2",1.0739
0.01,01/09/1936,0.98,"ME5BM2",1.315
0.02,01/10/1936,7.12,"ME5BM2",4.9493
0.01,01/11/1936,3.27,"ME5BM2",3.342
0,01/12/1936,0.21,"ME5BM2",-0.6719
0.01,01/01/1937,3.35,"ME5BM2",3.0638
0.02,01/02/1937,1.09,"ME5BM2",0.0073
0.01,01/03/1937,-0.27,"ME5BM2",-2.1956
0.03,01/04/1937,-7.36,"ME5BM2",-4.915
0.06,01/05/1937,-0.83,"ME5BM2",-2.4749
0.03,01/06/1937,-4.21,"ME5BM2",-1.8085
0.03,01/07/1937,8.91,"ME5BM2",10.7616
0.02,01/08/1937,-4.86,"ME5BM2",-6.6884
0.04,01/09/1937,-13.61,"ME5BM2",-14.9172
0.02,01/10/1937,-9.61,"ME5BM2",-9.0665
0.02,01/11/1937,-8.31,"ME5BM2",-8.816
0,01/12/1937,-4.24,"ME5BM2",-4.1193
0,01/01/1938,0.49,"ME5BM2",0.0503
0,01/02/1938,5.84,"ME5BM2",7.5252
-0.01,01/03/1938,-23.82,"ME5BM2",-23.6481
0.01,01/04/1938,14.51,"ME5BM2",14.9377
0,01/05/1938,-3.83,"ME5BM2",-5.7234
0,01/06/1938,23.87,"ME5BM2",26.9923
-0.01,01/07/1938,7.34,"ME5BM2",4.8512
0,01/08/1938,-2.67,"ME5BM2",-3.8911
0.02,01/09/1938,0.81,"ME5BM2",1.6712
0.01,01/10/1938,7.8,"ME5BM2",4.6898
-0.06,01/11/1938,-1.72,"ME5BM2",-0.3882
0,01/12/1938,4.19,"ME5BM2",4.0912
-0.01,01/01/1939,-5.96,"ME5BM2",-4.3903
0.01,01/02/1939,3.51,"ME5BM2",3.0232
-0.01,01/03/1939,-11.99,"ME5BM2",-8.0489
0,01/04/1939,-0.18,"ME5BM2",0.3941
0.01,01/05/1939,6.8,"ME5BM2",5.9753
0.01,01/06/1939,-5.31,"ME5BM2",-5.4406
0,01/07/1939,10.24,"ME5BM2",8.0005
-0.01,01/08/1939,-6.68,"ME5BM2",-4.9552
0.01,01/09/1939,16.88,"ME5BM2",11.3417
0,01/10/1939,-0.53,"ME5BM2",-0.2444
0,01/11/1939,-3.62,"ME5BM2",-1.8513
0,01/12/1939,3.03,"ME5BM2",2.4474
0,01/01/1940,-2.41,"ME5BM2",-1.7772
0,01/02/1940,1.44,"ME5BM2",1.6202
0,01/03/1940,2.05,"ME5BM2",0.7712
0,01/04/1940,0.22,"ME5BM2",-0.3375
-0.02,01/05/1940,-21.95,"ME5BM2",-19.2937
0,01/06/1940,6.67,"ME5BM2",7.4261
0.01,01/07/1940,3.16,"ME5BM2",1.9237
-0.01,01/08/1940,2.19,"ME5BM2",0.9568
0,01/09/1940,2.39,"ME5BM2",2.1546
0,01/10/1940,3.02,"ME5BM2",2.6623
0,01/11/1940,-1.61,"ME5BM2",-0.959
0,01/12/1940,0.69,"ME5BM2",1.6448
-0.01,01/01/1941,-4.17,"ME5BM2",-3.774
-0.01,01/02/1941,-1.43,"ME5BM2",-1.6774
0.01,01/03/1941,0.84,"ME5BM2",0.9189
-0.01,01/04/1941,-5.46,"ME5BM2",-6.2887
0,01/05/1941,1.39,"ME5BM2",1.2171
0,01/06/1941,5.83,"ME5BM2",5.0315
0.03,01/07/1941,5.87,"ME5BM2",3.143
0.01,01/08/1941,-0.17,"ME5BM2",0.2214
0.01,01/09/1941,-0.87,"ME5BM2",-0.92
0,01/10/1941,-5.25,"ME5BM2",-4.7093
0,01/11/1941,-1.92,"ME5BM2",-2.7
0.01,01/12/1941,-4.87,"ME5BM2",-4.9695
0.02,01/01/1942,0.79,"ME5BM2",0.1004
0.01,01/02/1942,-2.46,"ME5BM2",-2.0361
0.01,01/03/1942,-6.58,"ME5BM2",-7.2545
0.01,01/04/1942,-4.37,"ME5BM2",-6.4821
0.03,01/05/1942,5.94,"ME5BM2",6.2671
0.02,01/06/1942,2.69,"ME5BM2",0.8745
0.03,01/07/1942,3.51,"ME5BM2",4.3718
0.03,01/08/1942,1.8,"ME5BM2",1.9687
0.03,01/09/1942,2.61,"ME5BM2",2.6872
0.03,01/10/1942,6.82,"ME5BM2",5.3643
0.03,01/11/1942,0.15,"ME5BM2",1.9623
0.03,01/12/1942,5.12,"ME5BM2",3.8677
0.03,01/01/1943,7.13,"ME5BM2",5.4782
0.03,01/02/1943,6.15,"ME5BM2",6.1981
0.03,01/03/1943,6.01,"ME5BM2",4.7196
0.03,01/04/1943,0.81,"ME5BM2",1.1791
0.03,01/05/1943,5.74,"ME5BM2",4.532
0.03,01/06/1943,1.82,"ME5BM2",3.0891
0.03,01/07/1943,-4.77,"ME5BM2",-3.4555
0.03,01/08/1943,1.3,"ME5BM2",1.4871
0.03,01/09/1943,2.4,"ME5BM2",1.7717
0.03,01/10/1943,-1.15,"ME5BM2",-1.1333
0.03,01/11/1943,-5.91,"ME5BM2",-4.2712
0.03,01/12/1943,6.36,"ME5BM2",5.8309
0.03,01/01/1944,1.74,"ME5BM2",0.8685
0.03,01/02/1944,0.37,"ME5BM2",-0.1083
0.02,01/03/1944,2.46,"ME5BM2",1.6917
0.03,01/04/1944,-1.69,"ME5BM2",-1.434
0.03,01/05/1944,5.07,"ME5BM2",4.6415
0.03,01/06/1944,5.49,"ME5BM2",3.6637
0.03,01/07/1944,-1.49,"ME5BM2",-1.5467
0.03,01/08/1944,1.57,"ME5BM2",0.2024
0.02,01/09/1944,0.01,"ME5BM2",-0.3351
0.03,01/10/1944,0.16,"ME5BM2",0.9371
0.03,01/11/1944,1.71,"ME5BM2",1.6719
0.02,01/12/1944,4.03,"ME5BM2",3.1555
0.03,01/01/1945,2.01,"ME5BM2",0.7403
0.02,01/02/1945,6.23,"ME5BM2",5.1824
0.02,01/03/1945,-3.89,"ME5BM2",-2.735
0.03,01/04/1945,7.8,"ME5BM2",6.1136
0.03,01/05/1945,1.73,"ME5BM2",2.0504
0.02,01/06/1945,0.39,"ME5BM2",0.2198
0.03,01/07/1945,-2.17,"ME5BM2",0.0466
0.03,01/08/1945,6.2,"ME5BM2",5.0761
0.03,01/09/1945,4.77,"ME5BM2",2.3783
0.03,01/10/1945,3.89,"ME5BM2",3.1071
0.02,01/11/1945,5.39,"ME5BM2",3.4672
0.03,01/12/1945,1.2,"ME5BM2",0.8282
0.03,01/01/1946,6.24,"ME5BM2",4.4348
0.03,01/02/1946,-5.83,"ME5BM2",-4.3616
0.03,01/03/1946,5.87,"ME5BM2",4.4913
0.03,01/04/1946,4.23,"ME5BM2",3.9656
0.03,01/05/1946,3.93,"ME5BM2",4.0196
0.03,01/06/1946,-3.89,"ME5BM2",-2.5121
0.03,01/07/1946,-2.69,"ME5BM2",-4.2581
0.03,01/08/1946,-6.44,"ME5BM2",-6.6677
0.03,01/09/1946,-10.17,"ME5BM2",-8.8075
0.03,01/10/1946,-1.44,"ME5BM2",-2.6238
0.03,01/11/1946,-0.01,"ME5BM2",-0.1357
0.03,01/12/1946,4.96,"ME5BM2",6.2626
0.03,01/01/1947,1.25,"ME5BM2",-0.1498
0.03,01/02/1947,-1.08,"ME5BM2",-0.4708
0.03,01/03/1947,-1.67,"ME5BM2",-2.1434
0.03,01/04/1947,-4.8,"ME5BM2",-5.2982
0.03,01/05/1947,-0.97,"ME5BM2",0.0561
0.03,01/06/1947,5.29,"ME5BM2",7.3054
0.03,01/07/1947,4.14,"ME5BM2",3.7332
0.03,01/08/1947,-1.74,"ME5BM2",-1.78
0.06,01/09/1947,-0.54,"ME5BM2",-0.8008
0.06,01/10/1947,2.47,"ME5BM2",4.2621
0.06,01/11/1947,-1.97,"ME5BM2",-1.6754
0.08,01/12/1947,3,"ME5BM2",3.6142
0.07,01/01/1948,-3.93,"ME5BM2",-4.3453
0.07,01/02/1948,-4.38,"ME5BM2",-4.7793
0.09,01/03/1948,8.07,"ME5BM2",10.5885
0.08,01/04/1948,3.65,"ME5BM2",2.9276
0.08,01/05/1948,7.3,"ME5BM2",9.4087
0.09,01/06/1948,-0.1,"ME5BM2",-0.7877
0.08,01/07/1948,-5.09,"ME5BM2",-6.2711
0.09,01/08/1948,0.25,"ME5BM2",-0.3423
0.04,01/09/1948,-2.97,"ME5BM2",-3.5723
0.04,01/10/1948,5.96,"ME5BM2",8.3917
0.04,01/11/1948,-9.3,"ME5BM2",-9.6916
0.04,01/12/1948,3.26,"ME5BM2",3.5699
0.1,01/01/1949,0.23,"ME5BM2",-1.907
0.09,01/02/1949,-2.93,"ME5BM2",-3.7026
0.1,01/03/1949,4.04,"ME5BM2",3.5761
0.09,01/04/1949,-1.87,"ME5BM2",-0.3973
0.1,01/05/1949,-2.94,"ME5BM2",-3.0863
0.1,01/06/1949,0.1,"ME5BM2",0.1584
0.09,01/07/1949,5.54,"ME5BM2",4.7652
0.09,01/08/1949,2.6,"ME5BM2",2.69
0.09,01/09/1949,3.09,"ME5BM2",2.1612
0.09,01/10/1949,3.14,"ME5BM2",3.0263
0.08,01/11/1949,1.82,"ME5BM2",1.0737
0.09,01/12/1949,5.13,"ME5BM2",3.2787
0.09,01/01/1950,1.7,"ME5BM2",0.7528
0.09,01/02/1950,1.48,"ME5BM2",0.7782
0.1,01/03/1950,1.26,"ME5BM2",1.6076
0.09,01/04/1950,3.94,"ME5BM2",2.3919
0.1,01/05/1950,4.31,"ME5BM2",5.2153
0.1,01/06/1950,-5.94,"ME5BM2",-4.923
0.1,01/07/1950,1.36,"ME5BM2",-0.6903
0.1,01/08/1950,4.85,"ME5BM2",3.7389
0.1,01/09/1950,4.81,"ME5BM2",4.2346
0.12,01/10/1950,-0.18,"ME5BM2",-0.2257
0.11,01/11/1950,2.76,"ME5BM2",1.8008
0.11,01/12/1950,5.54,"ME5BM2",5.0633
0.13,01/01/1951,5.7,"ME5BM2",3.859
0.1,01/02/1951,1.41,"ME5BM2",1.749
0.11,01/03/1951,-2.15,"ME5BM2",-1.3179
0.13,01/04/1951,4.86,"ME5BM2",2.9588
0.12,01/05/1951,-2.34,"ME5BM2",-1.6736
0.12,01/06/1951,-2.62,"ME5BM2",-2.0214
0.13,01/07/1951,6.94,"ME5BM2",5.6809
0.13,01/08/1951,4.27,"ME5BM2",5.6854
0.12,01/09/1951,0.7,"ME5BM2",0.5808
0.16,01/10/1951,-2.53,"ME5BM2",-2.5674
0.11,01/11/1951,0.57,"ME5BM2",1.195
0.12,01/12/1951,3.33,"ME5BM2",2.9198
0.15,01/01/1952,1.45,"ME5BM2",2.0118
0.12,01/02/1952,-2.62,"ME5BM2",-2.5695
0.11,01/03/1952,4.44,"ME5BM2",5.2369
0.12,01/04/1952,-4.97,"ME5BM2",-4.3036
0.13,01/05/1952,3.2,"ME5BM2",3.0246
0.15,01/06/1952,3.83,"ME5BM2",4.2585
0.15,01/07/1952,0.91,"ME5BM2",1.0704
0.15,01/08/1952,-0.76,"ME5BM2",-1.3482
0.16,01/09/1952,-2.03,"ME5BM2",-2.2349
0.14,01/10/1952,-0.66,"ME5BM2",0.273
0.1,01/11/1952,5.94,"ME5BM2",4.9865
0.16,01/12/1952,2.93,"ME5BM2",3.3354
0.16,01/01/1953,-0.34,"ME5BM2",-1.2218
0.14,01/02/1953,-0.27,"ME5BM2",0.0547
0.18,01/03/1953,-1.43,"ME5BM2",-1.469
0.16,01/04/1953,-2.83,"ME5BM2",-3.3773
0.17,01/05/1953,0.52,"ME5BM2",0.6122
0.18,01/06/1953,-1.89,"ME5BM2",-1.2089
0.15,01/07/1953,2.4,"ME5BM2",3.3902
0.17,01/08/1953,-4.52,"ME5BM2",-4.0187
0.16,01/09/1953,0.2,"ME5BM2",0.8013
0.13,01/10/1953,4.6,"ME5BM2",4.1813
0.08,01/11/1953,2.83,"ME5BM2",2.3345
0.13,01/12/1953,0.03,"ME5BM2",0.7198
0.11,01/01/1954,5.13,"ME5BM2",5.4292
0.07,01/02/1954,1.67,"ME5BM2",1.8075
0.08,01/03/1954,3.65,"ME5BM2",3.7937
0.09,01/04/1954,4.27,"ME5BM2",4.5654
0.05,01/05/1954,3.09,"ME5BM2",2.1655
0.06,01/06/1954,1.07,"ME5BM2",-1.1349
0.05,01/07/1954,4.99,"ME5BM2",4.9998
0.05,01/08/1954,-2.34,"ME5BM2",-1.1588
0.09,01/09/1954,6.39,"ME5BM2",6.1399
0.07,01/10/1954,-1.67,"ME5BM2",-1.6871
0.06,01/11/1954,9.38,"ME5BM2",7.2219
0.08,01/12/1954,5.48,"ME5BM2",4.3909
0.08,01/01/1955,0.6,"ME5BM2",1.5534
0.09,01/02/1955,3.02,"ME5BM2",2.5857
0.1,01/03/1955,-0.16,"ME5BM2",-0.3175
0.1,01/04/1955,3.11,"ME5BM2",1.938
0.14,01/05/1955,0.93,"ME5BM2",-0.0985
0.1,01/06/1955,6.55,"ME5BM2",6.0055
0.1,01/07/1955,1.9,"ME5BM2",4.2412
0.16,01/08/1955,0.21,"ME5BM2",-0.8903
0.16,01/09/1955,-0.36,"ME5BM2",0.2056
0.18,01/10/1955,-2.68,"ME5BM2",-1.3937
0.17,01/11/1955,7.03,"ME5BM2",7.8217
0.18,01/12/1955,1.49,"ME5BM2",2.0196
0.22,01/01/1956,-3.03,"ME5BM2",-1.2175
0.19,01/02/1956,3.77,"ME5BM2",3.1571
0.15,01/03/1956,6.64,"ME5BM2",10.0415
0.19,01/04/1956,0.28,"ME5BM2",1.69
0.23,01/05/1956,-5.2,"ME5BM2",-5.9182
0.2,01/06/1956,3.48,"ME5BM2",1.6068
0.22,01/07/1956,4.84,"ME5BM2",7.7044
0.17,01/08/1956,-3.18,"ME5BM2",-4.9917
0.18,01/09/1956,-5.14,"ME5BM2",-4.6321
0.25,01/10/1956,0.52,"ME5BM2",0.8023
0.2,01/11/1956,0.36,"ME5BM2",0.3008
0.24,01/12/1956,3.16,"ME5BM2",4.8862
0.27,01/01/1957,-3.58,"ME5BM2",-4.4684
0.24,01/02/1957,-2.06,"ME5BM2",-1.1601
0.23,01/03/1957,2.13,"ME5BM2",2.2031
0.25,01/04/1957,4.26,"ME5BM2",5.6708
0.26,01/05/1957,3.45,"ME5BM2",3.2549
0.24,01/06/1957,-0.74,"ME5BM2",-1.8076
0.3,01/07/1957,0.66,"ME5BM2",1.1084
0.25,01/08/1957,-5.11,"ME5BM2",-4.7262
0.26,01/09/1957,-5.98,"ME5BM2",-5.0356
0.29,01/10/1957,-4.32,"ME5BM2",-3.412
0.28,01/11/1957,2.3,"ME5BM2",3.0713
0.24,01/12/1957,-3.91,"ME5BM2",-4.2686
0.28,01/01/1958,4.66,"ME5BM2",3.7579
0.12,01/02/1958,-1.52,"ME5BM2",-1.2182
0.09,01/03/1958,3.27,"ME5BM2",3.2528
0.08,01/04/1958,3.09,"ME5BM2",3.4717
0.11,01/05/1958,2.31,"ME5BM2",2.7698
0.03,01/06/1958,2.93,"ME5BM2",3.2709
0.07,01/07/1958,4.39,"ME5BM2",2.1903
0.04,01/08/1958,1.91,"ME5BM2",0.7362
0.19,01/09/1958,4.66,"ME5BM2",4.4788
0.18,01/10/1958,2.53,"ME5BM2",3.197
0.11,01/11/1958,3.01,"ME5BM2",2.7531
0.22,01/12/1958,5.15,"ME5BM2",4.8113
0.21,01/01/1959,0.71,"ME5BM2",1.0717
0.19,01/02/1959,0.95,"ME5BM2",-0.39
0.22,01/03/1959,0.28,"ME5BM2",0.9912
0.2,01/04/1959,3.66,"ME5BM2",1.0109
0.22,01/05/1959,1.73,"ME5BM2",0.3882
0.25,01/06/1959,-0.25,"ME5BM2",0.0693
0.25,01/07/1959,3.17,"ME5BM2",3.6052
0.19,01/08/1959,-1.39,"ME5BM2",-1.4142
0.31,01/09/1959,-4.8,"ME5BM2",-4.9587
0.3,01/10/1959,1.28,"ME5BM2",1.5982
0.26,01/11/1959,1.6,"ME5BM2",-0.4173
0.34,01/12/1959,2.45,"ME5BM2",3.2101
0.33,01/01/1960,-6.98,"ME5BM2",-6.9812
0.29,01/02/1960,1.17,"ME5BM2",-1.4318
0.35,01/03/1960,-1.63,"ME5BM2",-1.7648
0.19,01/04/1960,-1.71,"ME5BM2",-2.7168
0.27,01/05/1960,3.12,"ME5BM2",2.549
0.24,01/06/1960,2.08,"ME5BM2",2.5754
0.13,01/07/1960,-2.37,"ME5BM2",-1.8568
0.17,01/08/1960,3.01,"ME5BM2",2.8513
0.16,01/09/1960,-5.99,"ME5BM2",-5.5799
0.22,01/10/1960,-0.71,"ME5BM2",0.3807
0.13,01/11/1960,4.69,"ME5BM2",5.3177
0.16,01/12/1960,4.71,"ME5BM2",4.7102
0.19,01/01/1961,6.2,"ME5BM2",6.7328
0.14,01/02/1961,3.57,"ME5BM2",4.5399
0.2,01/03/1961,2.89,"ME5BM2",2.6367
0.17,01/04/1961,0.29,"ME5BM2",-0.1936
0.18,01/05/1961,2.4,"ME5BM2",3.1029
0.2,01/06/1961,-3.08,"ME5BM2",-4.0408
0.18,01/07/1961,2.83,"ME5BM2",5.108
0.14,01/08/1961,2.57,"ME5BM2",2.0145
0.17,01/09/1961,-2.15,"ME5BM2",-1.8967
0.19,01/10/1961,2.57,"ME5BM2",1.2977
0.15,01/11/1961,4.45,"ME5BM2",6.8065
0.19,01/12/1961,-0.18,"ME5BM2",1.1771
0.24,01/01/1962,-3.87,"ME5BM2",-3.9252
0.2,01/02/1962,1.81,"ME5BM2",2.1512
0.2,01/03/1962,-0.68,"ME5BM2",-0.8446
0.22,01/04/1962,-6.59,"ME5BM2",-5.0324
0.24,01/05/1962,-8.65,"ME5BM2",-7.2224
0.2,01/06/1962,-8.47,"ME5BM2",-7.2556
0.27,01/07/1962,6.28,"ME5BM2",6.5702
0.23,01/08/1962,2.13,"ME5BM2",2.2658
0.21,01/09/1962,-5.22,"ME5BM2",-4.5594
0.25,01/10/1962,-0.05,"ME5BM2",0.881
0.2,01/11/1962,10.87,"ME5BM2",9.1084
0.23,01/12/1962,1.01,"ME5BM2",2.5641
0.25,01/01/1963,4.93,"ME5BM2",4.0939
0.23,01/02/1963,-2.38,"ME5BM2",-1.6639
0.23,01/03/1963,3.08,"ME5BM2",2.832
0.25,01/04/1963,4.51,"ME5BM2",4.1444
0.24,01/05/1963,1.76,"ME5BM2",-0.3312
0.23,01/06/1963,-2,"ME5BM2",-0.9663
0.27,01/07/1963,-0.39,"ME5BM2",0.4524
0.25,01/08/1963,5.07,"ME5BM2",4.223
0.27,01/09/1963,-1.57,"ME5BM2",-0.772
0.29,01/10/1963,2.53,"ME5BM2",1.7383
0.27,01/11/1963,-0.85,"ME5BM2",0.9849
0.29,01/12/1963,1.83,"ME5BM2",2.2981
0.3,01/01/1964,2.24,"ME5BM2",3.1881
0.26,01/02/1964,1.54,"ME5BM2",0.5124
0.31,01/03/1964,1.41,"ME5BM2",0.7364
0.29,01/04/1964,0.1,"ME5BM2",1.4744
0.26,01/05/1964,1.42,"ME5BM2",0.3111
0.3,01/06/1964,1.27,"ME5BM2",2.8991
0.3,01/07/1964,1.74,"ME5BM2",0.6598
0.28,01/08/1964,-1.44,"ME5BM2",-1.5768
0.28,01/09/1964,2.69,"ME5BM2",1.1876
0.29,01/10/1964,0.59,"ME5BM2",1.0165
0.29,01/11/1964,0,"ME5BM2",-0.2816
0.31,01/12/1964,0.03,"ME5BM2",1.3076
0.28,01/01/1965,3.54,"ME5BM2",1.2279
0.3,01/02/1965,0.44,"ME5BM2",-0.1595
0.36,01/03/1965,-1.34,"ME5BM2",-1.6834
0.31,01/04/1965,3.11,"ME5BM2",1.8495
0.31,01/05/1965,-0.77,"ME5BM2",0.9427
0.35,01/06/1965,-5.51,"ME5BM2",-3.5824
0.31,01/07/1965,1.43,"ME5BM2",-0.0437
0.33,01/08/1965,2.73,"ME5BM2",1.3557
0.31,01/09/1965,2.86,"ME5BM2",2.3223
0.31,01/10/1965,2.6,"ME5BM2",0.2669
0.35,01/11/1965,-0.03,"ME5BM2",-1.8517
0.33,01/12/1965,1.01,"ME5BM2",-0.2053
0.38,01/01/1966,0.72,"ME5BM2",-0.6373
0.35,01/02/1966,-1.21,"ME5BM2",-2.2691
0.38,01/03/1966,-2.51,"ME5BM2",-3.4162
0.34,01/04/1966,2.14,"ME5BM2",1.8738
0.41,01/05/1966,-5.66,"ME5BM2",-3.8667
0.38,01/06/1966,-1.44,"ME5BM2",-1.4809
0.35,01/07/1966,-1.63,"ME5BM2",-1.4936
0.41,01/08/1966,-7.91,"ME5BM2",-8.7472
0.4,01/09/1966,-1.06,"ME5BM2",1.0071
0.45,01/10/1966,3.86,"ME5BM2",5.625
0.4,01/11/1966,1.4,"ME5BM2",1.9047
0.4,01/12/1966,0.13,"ME5BM2",0.0758
0.43,01/01/1967,8.15,"ME5BM2",7.0965
0.36,01/02/1967,0.78,"ME5BM2",0.667
0.39,01/03/1967,3.99,"ME5BM2",3.0891
0.32,01/04/1967,3.89,"ME5BM2",2.8402
0.33,01/05/1967,-4.33,"ME5BM2",-4.2053
0.27,01/06/1967,2.41,"ME5BM2",0.3958
0.31,01/07/1967,4.58,"ME5BM2",5.6367
0.31,01/08/1967,-0.89,"ME5BM2",-1.0246
0.32,01/09/1967,3.11,"ME5BM2",3.1463
0.39,01/10/1967,-3.09,"ME5BM2",-4.0214
0.36,01/11/1967,0.37,"ME5BM2",0.2806
0.33,01/12/1967,3.05,"ME5BM2",3.0452
0.4,01/01/1968,-4.06,"ME5BM2",-5.8491
0.39,01/02/1968,-3.75,"ME5BM2",-2.2141
0.38,01/03/1968,0.2,"ME5BM2",-1.3752
0.43,01/04/1968,9.05,"ME5BM2",7.3968
0.45,01/05/1968,2.28,"ME5BM2",1.2638
0.43,01/06/1968,0.69,"ME5BM2",0.6179
0.48,01/07/1968,-2.72,"ME5BM2",-0.9731
0.42,01/08/1968,1.34,"ME5BM2",0.6809
0.43,01/09/1968,4.03,"ME5BM2",5.2998
0.44,01/10/1968,0.42,"ME5BM2",2.1418
0.42,01/11/1968,5.43,"ME5BM2",3.0015
0.43,01/12/1968,-3.94,"ME5BM2",-4.4008
0.53,01/01/1969,-1.25,"ME5BM2",-0.4327
0.46,01/02/1969,-5.84,"ME5BM2",-3.1052
0.46,01/03/1969,2.64,"ME5BM2",2.8972
0.53,01/04/1969,1.46,"ME5BM2",1.1637
0.48,01/05/1969,-0.1,"ME5BM2",0.5525
0.51,01/06/1969,-7.18,"ME5BM2",-6.822
0.53,01/07/1969,-7,"ME5BM2",-5.9718
0.5,01/08/1969,4.68,"ME5BM2",4.7007
0.62,01/09/1969,-2.98,"ME5BM2",-2.2752
0.6,01/10/1969,5.06,"ME5BM2",5.1747
0.52,01/11/1969,-3.79,"ME5BM2",-3.697
0.64,01/12/1969,-2.63,"ME5BM2",-1.4689
0.6,01/01/1970,-8.1,"ME5BM2",-6.8116
0.62,01/02/1970,5.13,"ME5BM2",5.1141
0.57,01/03/1970,-1.06,"ME5BM2",-0.1725
0.5,01/04/1970,-11,"ME5BM2",-8.2743
0.53,01/05/1970,-6.92,"ME5BM2",-6.0817
0.58,01/06/1970,-5.79,"ME5BM2",-4.0774
0.52,01/07/1970,6.93,"ME5BM2",8.2119
0.53,01/08/1970,4.49,"ME5BM2",5.1738
0.54,01/09/1970,4.18,"ME5BM2",0.3232
0.46,01/10/1970,-2.28,"ME5BM2",-0.9626
0.46,01/11/1970,4.6,"ME5BM2",6.7696
0.42,01/12/1970,5.72,"ME5BM2",5.7842
0.38,01/01/1971,4.84,"ME5BM2",4.3072
0.33,01/02/1971,1.41,"ME5BM2",0.3526
0.3,01/03/1971,4.13,"ME5BM2",2.9002
0.28,01/04/1971,3.15,"ME5BM2",5.6615
0.29,01/05/1971,-3.98,"ME5BM2",-4.3527
0.37,01/06/1971,-0.1,"ME5BM2",-0.8531
0.4,01/07/1971,-4.5,"ME5BM2",-3.9036
0.47,01/08/1971,3.79,"ME5BM2",4.6593
0.37,01/09/1971,-0.85,"ME5BM2",-1.1075
0.37,01/10/1971,-4.42,"ME5BM2",-5.231
0.37,01/11/1971,-0.46,"ME5BM2",1.0482
0.37,01/12/1971,8.71,"ME5BM2",9.3147
0.29,01/01/1972,2.49,"ME5BM2",0.5406
0.25,01/02/1972,2.87,"ME5BM2",2.2469
0.27,01/03/1972,0.63,"ME5BM2",0.9958
0.29,01/04/1972,0.29,"ME5BM2",1.5791
0.3,01/05/1972,1.25,"ME5BM2",-0.5376
0.29,01/06/1972,-2.43,"ME5BM2",-3.2331
0.31,01/07/1972,-0.8,"ME5BM2",-1.2429
0.29,01/08/1972,3.26,"ME5BM2",6.8372
0.34,01/09/1972,-1.14,"ME5BM2",-1.734
0.4,01/10/1972,0.52,"ME5BM2",1.0753
0.37,01/11/1972,4.6,"ME5BM2",6.6727
0.37,01/12/1972,0.62,"ME5BM2",-0.1227
0.44,01/01/1973,-3.29,"ME5BM2",-4.0219
0.41,01/02/1973,-4.85,"ME5BM2",-3.1594
0.46,01/03/1973,-1.3,"ME5BM2",-0.9978
0.52,01/04/1973,-5.68,"ME5BM2",-3.3793
0.51,01/05/1973,-2.94,"ME5BM2",-1.1661
0.51,01/06/1973,-1.56,"ME5BM2",-0.3555
0.64,01/07/1973,5.05,"ME5BM2",5.4572
0.7,01/08/1973,-3.82,"ME5BM2",-2.4332
0.68,01/09/1973,4.75,"ME5BM2",7.7678
0.65,01/10/1973,-0.83,"ME5BM2",-0.6963
0.56,01/11/1973,-12.75,"ME5BM2",-12.7209
0.64,01/12/1973,0.61,"ME5BM2",0.875
0.63,01/01/1974,-0.17,"ME5BM2",0.6397
0.58,01/02/1974,-0.47,"ME5BM2",1.8056
0.56,01/03/1974,-2.81,"ME5BM2",-3.5372
0.75,01/04/1974,-5.29,"ME5BM2",-4.2441
